contract_date,contract_no.,sent_to_laserfiche_contract,sent_to_laserfiche_fixation,customer_name,consignee_name,trade_slip_contract_price,trade_slip_total_cost,trade_slip_net_price,country,agent_name,vmi,amendment,commodity,origin,contract_quality,quality_type,crop_year,local_quality_text,sales_terms,from,shipped_from_country,final_destination,destination_country,payment_terms,delivery_shipment,delivery_or_shipment_period,quantity,quantity_unit,weight_mt,net_weight_in_lots__in_mt_,gross_weight_in_lots__in_mt_,unapplied_weight_mt,uninvoiced_weight_mt,washout_weight_in_mt,uninvoiced_quantity,l_c_numbers,+__,price,price_unit,price_method,cover_month,cover_year,average_price,market_price,market_price_unit,hypothetical_exchange,hypothetical_cover_month,hypothetical_cover_year,hypothetical_on_off_ratio,hypothetical_differential_ratio,hypothetical_differential_price_unit,sas_approved,posting_dates,on_call_balance,total_weight_fixed,number_of_lot_to_be_fixed,number_of_lot_fixed,trade_slip_price,market_price2,selling_commission,buying_commission,fob_nett,anticipated_margin,anticipated_purchase_price,costs_to_fob_new_trade_slip,freight_new_trade_slip,insurance_new_trade_slip,other_costs_new_trade_slip,controlling_costs_new_trade_slip,bank_charges_costs_new_trade_slip,weight_loss_costs_new_trade_slip,interest_costs_new_trade_slip,cost_hedge_costs_new_trade_slip,custom_charge_costs_new_trade_slip,custom_duties_costs_new_trade_slip,customer,commission_price_unit,commission_on_amount_rate__%_,commission_on_quantity_sign,commission_on_quantity_rate,commission_on_weight_sign,commission_on_weight_rate,commission_on_price_unit_sign,commission_on_price_unit_rate,agent_commission_price_unit,agent_on_amount_rate__%_,agent_on_weight_sign,agent_on_price_unit_rate,periods__begin_,periods__end_,price__exchange_,exchange_price_unit,s.i._no.,s.i._date,advice_no.,advice_date,fixation_date,created_on,created_by,invoiced,invoiced_on,third_party_invoiced_amount,third_party_currency,margin_percentage,is_invoiced
2024-02-06,CT2024020070,0,1,Euro Nuts Ltd.,Coastal Distribution,13212.12,11230.3,227644.83,Germany,,,,Cashew Kernels W320,Vietnam,,,2024,,CFR,Vietnam,Vietnam,Germany,Germany,LC 60 days,Prompt,February 2024,1,Containers,17.23,17.23,17.57,0,0.0,0,0,,,13212.12,USD/MT,Fixed,,,13212.12,13018.69,USD/MT,,,,,,,1,,0,17.23,0,1,13212.12,,2276.45,1138.22,223091.93,34146.76,11230.3,1123.03,861.5,455.29,1138.22,0,227.64,0,0,0,0,0,Euro Nuts Ltd.,USD/MT,1.0,,0,,0,,0,,0,,0,2024-02-06,2024-03-07,,,,,,,,2024-02-06,System,1,2024-03-27,222655.8,GBP,15.0,1
2022-04-16,CT2022040071,1,0,Middle East Trading,Quick Ship Logistics,9083.11,7720.64,796134.59,France,,,,Cashew Kernels W320,Ivory Coast,,,2022,,EXW,Ivory Coast,Ivory Coast,France,France,LC 60 days,Prompt,April 2022,5,Containers,87.65,87.65,89.4,0,0.0,0,0,,,9083.11,USD/MT,Fixed,,,9083.11,9362.16,USD/MT,,,,,,,0,,0,87.65,0,5,9083.11,,7961.35,3980.67,780211.9,119420.49,7720.64,772.06,4382.5,1592.27,3980.67,0,796.13,0,0,0,0,0,Middle East Trading,USD/MT,1.0,,0,,0,,0,,0,,0,2022-04-16,2022-05-16,,,,,,,,2022-04-16,System,1,2022-06-05,770959.26,USD,15.0,1
2023-07-02,CT2023070072,0,0,Global Trading Co.,Global Storage Co.,9269.84,7879.36,470073.59,France,,,,Cashew Kernels LWP,Ghana,,,2023,,CIF,Ghana,Ghana,France,France,TT 30 days,Prompt,July 2023,3,Containers,50.71,50.71,51.72,0,0.0,0,0,,,9269.84,USD/MT,Fixed,,,9269.84,9497.98,USD/MT,,,,,,,0,,0,50.71,0,3,9269.84,,4700.74,2350.37,460672.12,70511.24,7879.36,787.94,2535.5,940.15,2350.37,0,470.07,0,0,0,0,0,Global Trading Co.,USD/MT,1.0,,0,,0,,0,,0,,0,2023-07-02,2023-08-01,,,,,,,,2023-07-02,System,1,2023-07-26,463985.41,GBP,15.0,1
2024-02-10,CT2024020073,0,0,Pacific Rim Foods,Coastal Distribution,13437.85,11422.17,741231.81,Japan,,,,Cashew Kernels Splits,India,,,2024,,FCA,India,India,Japan,Japan,TT 30 days,Prompt,February 2024,3,Containers,55.16,55.16,56.26,0,55.16,0,3,,,13437.85,USD/MT,Fixed,,,13437.85,13779.76,USD/MT,,,,,,,0,,0,0.0,0,0,13437.85,,7412.32,3706.16,726407.17,111184.91,11422.17,1142.22,2758.0,1482.46,3706.16,0,741.23,0,0,0,0,0,Pacific Rim Foods,USD/MT,1.0,,0,,0,,0,,0,,0,2024-02-10,2024-03-11,,,,,,,,2024-02-10,System,0,,0.0,USD,15.0,0
2022-06-17,CT2022060074,1,1,Middle East Trading,Coastal Distribution,9912.17,8425.34,855816.76,UAE,,,,Cashew Kernels BB,Tanzania,,,2022,,FCA,Tanzania,Tanzania,UAE,UAE,LC 30 days,Prompt,June 2022,5,Containers,86.34,86.34,88.07,0,0.0,0,0,,,9912.17,USD/MT,Fixed,,,9912.17,9461.58,USD/MT,,,,,,,1,,0,86.34,0,5,9912.17,,8558.17,4279.08,838700.42,128372.9,8425.34,842.53,4317.0,1711.63,4279.08,0,855.82,0,0,0,0,0,Middle East Trading,USD/MT,1.0,,0,,0,,0,,0,,0,2022-06-17,2022-07-17,,,,,,,,2022-06-17,System,1,2022-07-20,842047.43,EUR,15.0,1
2022-04-23,CT2022040075,0,1,Global Trading Co.,Express Freight Services,8839.89,7513.91,441729.3,France,,,,Cashew Kernels W450,India,,,2022,,EXW,India,India,France,France,CAD,Prompt,April 2022,3,Containers,49.97,49.97,50.97,0,0.0,0,0,,,8839.89,USD/MT,Fixed,,,8839.89,8461.61,USD/MT,,,,,,,0,,0,49.97,0,3,8839.89,,4417.29,2208.65,432894.71,66259.22,7513.91,751.39,2498.5,883.46,2208.65,0,441.73,0,0,0,0,0,Global Trading Co.,USD/MT,1.0,,0,,0,,0,,0,,0,2022-04-23,2022-05-23,,,,,,,,2022-04-23,System,1,2022-06-01,431405.7,EUR,15.0,1
2024-06-12,CT2024060076,1,1,Global Trading Co.,Coastal Distribution,10830.96,9206.32,932437.35,Brazil,,,,Cashew Kernels Splits,Vietnam,,,2024,,EXW,Vietnam,Vietnam,Brazil,Brazil,LC 90 days,Prompt,June 2024,5,Containers,86.09,86.09,87.81,0,0.0,0,0,,,10830.96,USD/MT,Fixed,,,10830.96,10384.87,USD/MT,,,,,,,0,,0,86.09,0,5,10830.96,,9324.37,4662.19,913788.6,139865.26,9206.32,920.63,4304.5,1864.87,4662.19,0,932.44,0,0,0,0,0,Global Trading Co.,USD/MT,1.0,,0,,0,,0,,0,,0,2024-06-12,2024-07-12,,,,,,,,2024-06-12,System,1,2024-07-17,893828.53,USD,15.0,1
2023-05-14,CT2023050077,0,1,Pacific Rim Foods,Quick Ship Logistics,13220.63,11237.54,1003842.44,South Korea,,,,Cashew Kernels W320,Mozambique,,,2023,,CIF,Mozambique,Mozambique,South Korea,South Korea,LC 90 days,Prompt,May 2023,4,Containers,75.93,75.93,77.45,0,0.0,0,0,,,13220.63,USD/MT,Fixed,,,13220.63,13023.77,USD/MT,,,,,,,0,,0,75.93,0,4,13220.63,,10038.42,5019.21,983765.59,150576.03,11237.54,1123.75,3796.5,2007.68,5019.21,0,1003.84,0,0,0,0,0,Pacific Rim Foods,USD/MT,1.0,,0,,0,,0,,0,,0,2023-05-14,2023-06-13,,,,,,,,2023-05-14,System,1,2023-07-08,959373.56,USD,15.0,1
2023-04-29,CT2023040078,1,1,Asia Pacific Imports,Global Storage Co.,13314.07,11316.96,1072581.48,France,,,,Cashew Kernels W450,India,,,2023,,FOB,India,India,France,France,LC 60 days,Prompt,April 2023,5,Containers,80.56,80.56,82.17,0,0.0,0,0,,,13314.07,USD/MT,Fixed,,,13314.07,13799.03,USD/MT,,,,,,,1,,0,80.56,0,5,13314.07,,10725.81,5362.91,1051129.85,160887.18,11316.96,1131.7,4028.0,2145.16,5362.91,0,1072.58,0,0,0,0,0,Asia Pacific Imports,USD/MT,1.0,,0,,0,,0,,0,,0,2023-04-29,2023-05-29,,,,,,,,2023-04-29,System,1,2023-06-19,1059703.91,GBP,15.0,1
2022-11-06,CT2022110079,1,0,Continental Distributors,Port Logistics Ltd.,10463.6,8894.06,560848.96,Australia,,,,Cashew Kernels LWP,Tanzania,,,2022,,FOB,Tanzania,Tanzania,Australia,Australia,LC 90 days,Prompt,November 2022,3,Containers,53.6,53.6,54.67,0,0.0,0,0,,,10463.6,USD/MT,Fixed,,,10463.6,10614.97,USD/MT,,,,,,,0,,0,53.6,0,3,10463.6,,5608.49,2804.24,549631.98,84127.34,8894.06,889.41,2680.0,1121.7,2804.24,0,560.85,0,0,0,0,0,Continental Distributors,USD/MT,1.0,,0,,0,,0,,0,,0,2022-11-06,2022-12-06,,,,,,,,2022-11-06,System,1,2022-11-24,543146.82,EUR,15.0,1
2024-11-04,CT2024110080,1,0,Pacific Rim Foods,Coastal Distribution,12001.6,10201.36,918602.46,Singapore,,,,Cashew Kernels W240,Mozambique,,,2024,,CIF,Mozambique,Mozambique,Singapore,Singapore,LC 90 days,Prompt,November 2024,4,Containers,76.54,76.54,78.07,0,0.0,0,0,,,12001.6,USD/MT,Fixed,,,12001.6,12374.81,USD/MT,,,,,,,1,,0,76.54,0,4,12001.6,,9186.02,4593.01,900230.41,137790.37,10201.36,1020.14,3827.0,1837.2,4593.01,0,918.6,0,0,0,0,0,Pacific Rim Foods,USD/MT,1.0,,0,,0,,0,,0,,0,2024-11-04,2024-12-04,,,,,,,,2024-11-04,System,1,2024-11-28,916660.64,GBP,15.0,1
2022-06-22,CT2022060081,0,1,Ocean Trade Partners,Global Storage Co.,12268.64,10428.34,863589.57,United States,,,,Cashew Kernels BB,India,,,2022,,CFR,India,India,United States,United States,LC 90 days,Prompt,June 2022,4,Containers,70.39,70.39,71.8,0,0.0,0,0,,,12268.64,USD/MT,Fixed,,,12268.64,11736.07,USD/MT,,,,,,,0,,0,70.39,0,4,12268.64,,8635.9,4317.95,846317.78,129538.72,10428.34,1042.83,3519.5,1727.18,4317.95,0,863.59,0,0,0,0,0,Ocean Trade Partners,USD/MT,1.0,,0,,0,,0,,0,,0,2022-06-22,2022-07-22,,,,,,,,2022-06-22,System,1,2022-07-28,849724.54,EUR,15.0,1
2024-03-02,CT2024030082,0,1,Middle East Trading,Maritime Shipping Corp.,12645.28,10748.49,600397.89,Saudi Arabia,,,,Cashew Kernels W450,Nigeria,,,2024,,CFR,Nigeria,Nigeria,Saudi Arabia,Saudi Arabia,LC 90 days,Prompt,March 2024,3,Containers,47.48,47.48,48.43,0,0.0,0,0,,,12645.28,USD/MT,Fixed,,,12645.28,12719.79,USD/MT,,,,,,,1,,0,47.48,0,3,12645.28,,6003.98,3001.99,588389.93,90059.58,10748.49,1074.85,2374.0,1200.8,3001.99,0,600.4,0,0,0,0,0,Middle East Trading,USD/MT,1.0,,0,,0,,0,,0,,0,2024-03-02,2024-04-01,,,,,,,,2024-03-02,System,1,2024-04-11,574249.11,GBP,15.0,1
2022-09-19,CT2022090083,1,0,Sunrise Trading LLC,Inland Warehousing,10538.18,8957.45,893005.37,Germany,,,,Cashew Kernels Pieces,Ghana,,,2022,,CIF,Ghana,Ghana,Germany,Germany,LC 60 days,Prompt,September 2022,5,Containers,84.74,84.74,86.43,0,84.74,0,5,,,10538.18,USD/MT,Fixed,,,10538.18,10250.01,USD/MT,,,,,,,0,,0,0.0,0,0,10538.18,,8930.05,4465.03,875145.26,133951.06,8957.45,895.75,4237.0,1786.01,4465.03,0,893.01,0,0,0,0,0,Sunrise Trading LLC,USD/MT,1.0,,0,,0,,0,,0,,0,2022-09-19,2022-10-19,,,,,,,,2022-09-19,System,0,,0.0,EUR,15.0,0
2022-11-14,CT2022110084,1,0,Asia Pacific Imports,Maritime Shipping Corp.,13845.84,11768.96,1286555.45,China,,,,Cashew Kernels W320,Nigeria,,,2022,,FCA,Nigeria,Nigeria,China,China,LC 30 days,Prompt,November 2022,5,Containers,92.92,92.92,94.78,0,0.0,0,0,,,13845.84,USD/MT,Fixed,,,13845.84,13378.19,USD/MT,,,,,,,0,,0,92.92,0,5,13845.84,,12865.55,6432.78,1260824.34,192983.69,11768.96,1176.9,4646.0,2573.11,6432.78,0,1286.56,0,0,0,0,0,Asia Pacific Imports,USD/MT,1.0,,0,,0,,0,,0,,0,2022-11-14,2022-12-14,,,,,,,,2022-11-14,System,1,2023-01-07,1230657.77,GBP,15.0,1
2024-06-15,CT2024060085,0,1,Global Trading Co.,Land Transport Group,13266.74,11276.73,952153.93,Japan,,,,Cashew Kernels SW,Ghana,,,2024,,EXW,Ghana,Ghana,Japan,Japan,LC 60 days,Prompt,June 2024,4,Containers,71.77,71.77,73.21,0,0.0,0,0,,,13266.74,USD/MT,Fixed,,,13266.74,13503.3,USD/MT,,,,,,,1,,0,71.77,0,4,13266.74,,9521.54,4760.77,933110.85,142823.02,11276.73,1127.67,3588.5,1904.31,4760.77,0,952.15,0,0,0,0,0,Global Trading Co.,USD/MT,1.0,,0,,0,,0,,0,,0,2024-06-15,2024-07-15,,,,,,,,2024-06-15,System,1,2024-07-30,947582.37,GBP,15.0,1
2024-08-03,CT2024080086,0,0,Blue Ocean Exports,Maritime Shipping Corp.,13608.81,11567.49,510874.73,India,,,,Cashew Kernels Pieces,Tanzania,,,2024,,CIF,Tanzania,Tanzania,India,India,LC 90 days,Prompt,August 2024,2,Containers,37.54,37.54,38.29,0,0.0,0,0,,,13608.81,USD/MT,Fixed,,,13608.81,13316.31,USD/MT,,,,,,,0,,0,37.54,0,2,13608.81,,5108.75,2554.37,500657.24,76631.16,11567.49,1156.75,1877.0,1021.75,2554.37,0,510.87,0,0,0,0,0,Blue Ocean Exports,USD/MT,1.0,,0,,0,,0,,0,,0,2024-08-03,2024-09-02,,,,,,,,2024-08-03,System,1,2024-09-10,499496.04,USD,15.0,1
2023-07-13,CT2023070087,0,1,Continental Distributors,Inland Warehousing,9554.27,8121.13,184301.87,Netherlands,,,,Cashew Kernels Pieces,Nigeria,,,2023,,EXW,Nigeria,Nigeria,Netherlands,Netherlands,LC 90 days,Prompt,July 2023,1,Containers,19.29,19.29,19.68,0,0.0,0,0,,,9554.27,USD/MT,Fixed,,,9554.27,10026.75,USD/MT,,,,,,,1,,0,19.29,0,1,9554.27,,1843.02,921.51,180615.83,27645.27,8121.13,812.11,964.5,368.6,921.51,0,184.3,0,0,0,0,0,Continental Distributors,USD/MT,1.0,,0,,0,,0,,0,,0,2023-07-13,2023-08-12,,,,,,,,2023-07-13,System,1,2023-08-22,179712.82,USD,15.0,1
2023-04-05,CT2023040088,1,1,Global Trading Co.,Air Cargo International,10008.16,8506.94,321261.94,Brazil,,,,Cashew Kernels Splits,Vietnam,,,2023,,EXW,Vietnam,Vietnam,Brazil,Brazil,CAD,Prompt,April 2023,2,Containers,32.1,32.1,32.74,0,32.1,0,2,,,10008.16,USD/MT,Fixed,,,10008.16,10123.6,USD/MT,,,,,,,0,,0,0.0,0,0,10008.16,,3212.62,1606.31,314836.7,48189.17,8506.94,850.69,1605.0,642.52,1606.31,0,321.26,0,0,0,0,0,Global Trading Co.,USD/MT,1.0,,0,,0,,0,,0,,0,2023-04-05,2023-05-05,,,,,,,,2023-04-05,System,0,,0.0,USD,15.0,0
2022-02-08,CT2022020089,0,1,Middle East Trading,Express Freight Services,9663.48,8213.96,179740.73,China,,,,Cashew Kernels Pieces,India,,,2022,,FOB,India,India,China,China,LC 30 days,Prompt,February 2022,1,Containers,18.6,18.6,18.97,0,0.0,0,0,,,9663.48,USD/MT,Fixed,,,9663.48,9756.96,USD/MT,,,,,,,0,,0,18.6,0,1,9663.48,,1797.41,898.7,176145.92,26961.07,8213.96,821.4,930.0,359.48,898.7,0,179.74,0,0,0,0,0,Middle East Trading,USD/MT,1.0,,0,,0,,0,,0,,0,2022-02-08,2022-03-10,,,,,,,,2022-02-08,System,1,2022-04-03,174861.79,USD,15.0,1
2024-11-21,CT2024110090,1,0,Mountain View Imports,Express Freight Services,10469.71,8899.25,649436.11,Saudi Arabia,,,,Cashew Kernels LWP,India,,,2024,,FCA,India,India,Saudi Arabia,Saudi Arabia,TT Advance,Prompt,November 2024,4,Containers,62.03,62.03,63.27,0,0.0,0,0,,,10469.71,USD/MT,Fixed,,,10469.71,10944.41,USD/MT,,,,,,,0,,0,62.03,0,4,10469.71,,6494.36,3247.18,636447.39,97415.63,8899.25,889.93,3101.5,1298.87,3247.18,0,649.44,0,0,0,0,0,Mountain View Imports,USD/MT,1.0,,0,,0,,0,,0,,0,2024-11-21,2024-12-21,,,,,,,,2024-11-21,System,1,2024-12-11,633962.79,USD,15.0,1
2024-03-10,CT2024030091,0,1,Green Valley Foods,Coastal Distribution,8113.7,6896.64,401952.7,United States,,,,Cashew Kernels Pieces,Ghana,,,2024,,FOB,Ghana,Ghana,United States,United States,LC 90 days,Prompt,March 2024,3,Containers,49.54,49.54,50.53,0,49.54,0,3,,,8113.7,USD/MT,Fixed,,,8113.7,7816.26,USD/MT,,,,,,,1,,0,0.0,0,0,8113.7,,4019.53,2009.76,393913.65,60293.15,6896.64,689.66,2477.0,803.91,2009.76,0,401.95,0,0,0,0,0,Green Valley Foods,USD/MT,1.0,,0,,0,,0,,0,,0,2024-03-10,2024-04-09,,,,,,,,2024-03-10,System,0,,0.0,USD,15.0,0
2023-11-25,CT2023110092,0,0,Green Valley Foods,Global Storage Co.,13680.48,11628.41,986499.41,China,,,,Cashew Kernels BB,Nigeria,,,2023,,FOB,Nigeria,Nigeria,China,China,CAD,Prompt,November 2023,4,Containers,72.11,72.11,73.55,0,0.0,0,0,,,13680.48,USD/MT,Fixed,,,13680.48,13428.21,USD/MT,,,,,,,1,,0,72.11,0,4,13680.48,,9864.99,4932.5,966769.42,147974.76,11628.41,1162.84,3605.5,1973.0,4932.5,0,986.5,0,0,0,0,0,Green Valley Foods,USD/MT,1.0,,0,,0,,0,,0,,0,2023-11-25,2023-12-25,,,,,,,,2023-11-25,System,1,2023-12-22,939335.18,EUR,15.0,1
2024-11-21,CT2024110093,1,1,Pacific Rim Foods,Inland Warehousing,14034.97,11929.72,467224.15,Australia,,,,Cashew Kernels W240,Ivory Coast,,,2024,,FOB,Ivory Coast,Ivory Coast,Australia,Australia,CAD,Prompt,November 2024,2,Containers,33.29,33.29,33.96,0,0.0,0,0,,,14034.97,USD/MT,Fixed,,,14034.97,14588.84,USD/MT,,,,,,,1,,0,33.29,0,2,14034.97,,4672.24,2336.12,457879.67,70083.77,11929.72,1192.97,1664.5,934.45,2336.12,0,467.22,0,0,0,0,0,Pacific Rim Foods,USD/MT,1.0,,0,,0,,0,,0,,0,2024-11-21,2024-12-21,,,,,,,,2024-11-21,System,1,2024-12-29,454070.65,EUR,15.0,1
2023-11-26,CT2023110094,1,0,Euro Nuts Ltd.,Coastal Distribution,8578.28,7291.54,710538.93,Saudi Arabia,,,,Cashew Kernels Splits,Tanzania,,,2023,,EXW,Tanzania,Tanzania,Saudi Arabia,Saudi Arabia,LC 30 days,Prompt,November 2023,5,Containers,82.83,82.83,84.49,0,0.0,0,0,,,8578.28,USD/MT,Fixed,,,8578.28,8218.05,USD/MT,,,,,,,1,,0,82.83,0,5,8578.28,,7105.39,3552.69,696328.15,106580.67,7291.54,729.15,4141.5,1421.08,3552.69,0,710.54,0,0,0,0,0,Euro Nuts Ltd.,USD/MT,1.0,,0,,0,,0,,0,,0,2023-11-26,2023-12-26,,,,,,,,2023-11-26,System,1,2023-12-22,694391.02,EUR,15.0,1
2023-09-20,CT2023090095,1,1,Continental Distributors,Quick Ship Logistics,8296.49,7052.02,561008.65,Saudi Arabia,,,,Cashew Kernels W450,Tanzania,,,2023,,CFR,Tanzania,Tanzania,Saudi Arabia,Saudi Arabia,TT 30 days,Prompt,September 2023,4,Containers,67.62,67.62,68.97,0,0.0,0,0,,,8296.49,USD/MT,Fixed,,,8296.49,8307.35,USD/MT,,,,,,,0,,0,67.62,0,4,8296.49,,5610.09,2805.04,549788.48,84151.06,7052.02,705.2,3381.0,1122.02,2805.04,0,561.01,0,0,0,0,0,Continental Distributors,USD/MT,1.0,,0,,0,,0,,0,,0,2023-09-20,2023-10-20,,,,,,,,2023-09-20,System,1,2023-10-08,535063.15,EUR,15.0,1
2022-03-05,CT2022030096,0,0,Euro Nuts Ltd.,Quick Ship Logistics,9651.97,8204.17,154431.52,UAE,,,,Cashew Kernels BB,Nigeria,,,2022,,CFR,Nigeria,Nigeria,UAE,UAE,LC 90 days,Prompt,March 2022,1,Containers,16.0,16.0,16.32,0,16.0,0,1,,,9651.97,USD/MT,Fixed,,,9651.97,9824.8,USD/MT,,,,,,,1,,0,0.0,0,0,9651.97,,1544.32,772.16,151342.89,23164.8,8204.17,820.42,800.0,308.86,772.16,0,154.43,0,0,0,0,0,Euro Nuts Ltd.,USD/MT,1.0,,0,,0,,0,,0,,0,2022-03-05,2022-04-04,,,,,,,,2022-03-05,System,0,,0.0,EUR,15.0,0
2024-02-01,CT2024020097,0,1,Continental Distributors,Port Logistics Ltd.,9950.83,8458.21,667004.13,Singapore,,,,Cashew Kernels Splits,India,,,2024,,FOB,India,India,Singapore,Singapore,LC 30 days,Prompt,February 2024,4,Containers,67.03,67.03,68.37,0,0.0,0,0,,,9950.83,USD/MT,Fixed,,,9950.83,10224.44,USD/MT,,,,,,,1,,0,67.03,0,4,9950.83,,6670.04,3335.02,653664.05,100050.31,8458.21,845.82,3351.5,1334.01,3335.02,0,667.0,0,0,0,0,0,Continental Distributors,USD/MT,1.0,,0,,0,,0,,0,,0,2024-02-01,2024-03-02,,,,,,,,2024-02-01,System,1,2024-03-20,646560.03,GBP,15.0,1
2023-03-16,CT2023030098,1,1,Mountain View Imports,Maritime Shipping Corp.,8518.36,7240.61,136634.49,Saudi Arabia,,,,Cashew Kernels SW,Tanzania,,,2023,,CIF,Tanzania,Tanzania,Saudi Arabia,Saudi Arabia,CAD,Prompt,March 2023,1,Containers,16.04,16.04,16.36,0,16.04,0,1,,,8518.36,USD/MT,Fixed,,,8518.36,8696.85,USD/MT,,,,,,,1,,0,0.0,0,0,8518.36,,1366.34,683.17,133901.8,20495.11,7240.61,724.06,802.0,273.27,683.17,0,136.63,0,0,0,0,0,Mountain View Imports,USD/MT,1.0,,0,,0,,0,,0,,0,2023-03-16,2023-04-15,,,,,,,,2023-03-16,System,0,,0.0,EUR,15.0,0
2023-09-07,CT2023090099,0,1,Green Valley Foods,Global Storage Co.,8849.54,7522.11,465574.3,Saudi Arabia,,,,Cashew Kernels W450,Ghana,,,2023,,CIF,Ghana,Ghana,Saudi Arabia,Saudi Arabia,LC 60 days,Prompt,September 2023,3,Containers,52.61,52.61,53.66,0,52.61,0,3,,,8849.54,USD/MT,Fixed,,,8849.54,8897.35,USD/MT,,,,,,,1,,0,0.0,0,0,8849.54,,4655.74,2327.87,456262.81,69836.09,7522.11,752.21,2630.5,931.15,2327.87,0,465.57,0,0,0,0,0,Green Valley Foods,USD/MT,1.0,,0,,0,,0,,0,,0,2023-09-07,2023-10-07,,,,,,,,2023-09-07,System,0,,0.0,USD,15.0,0
2024-08-15,CT2024080100,0,0,Blue Ocean Exports,Inland Warehousing,14997.17,12747.59,251052.63,Netherlands,,,,Cashew Kernels W320,Mozambique,,,2024,,EXW,Mozambique,Mozambique,Netherlands,Netherlands,TT 30 days,Prompt,August 2024,1,Containers,16.74,16.74,17.07,0,16.74,0,1,,,14997.17,USD/MT,Fixed,,,14997.17,15705.61,USD/MT,,,,,,,0,,0,0.0,0,0,14997.17,,2510.53,1255.26,246031.58,37657.97,12747.59,1274.76,837.0,502.11,1255.26,0,251.05,0,0,0,0,0,Blue Ocean Exports,USD/MT,1.0,,0,,0,,0,,0,,0,2024-08-15,2024-09-14,,,,,,,,2024-08-15,System,0,,0.0,EUR,15.0,0
2024-07-10,CT2024070101,0,1,Continental Distributors,Inland Warehousing,14374.99,12218.74,495362.16,Japan,,,,Cashew Kernels W450,India,,,2024,,FOB,India,India,Japan,Japan,LC 30 days,Prompt,July 2024,2,Containers,34.46,34.46,35.15,0,0.0,0,0,,,14374.99,USD/MT,Fixed,,,14374.99,15018.25,USD/MT,,,,,,,1,,0,34.46,0,2,14374.99,,4953.62,2476.81,485454.92,74304.38,12218.74,1221.87,1723.0,990.72,2476.81,0,495.36,0,0,0,0,0,Continental Distributors,USD/MT,1.0,,0,,0,,0,,0,,0,2024-07-10,2024-08-09,,,,,,,,2024-07-10,System,1,2024-08-04,474605.67,GBP,15.0,1
2022-06-11,CT2022060102,1,0,Middle East Trading,Express Freight Services,12301.0,10455.85,442836.0,UAE,,,,Cashew Kernels LWP,Mozambique,,,2022,,FOB,Mozambique,Mozambique,UAE,UAE,TT 30 days,Prompt,June 2022,2,Containers,36.0,36.0,36.72,0,0.0,0,0,,,12301.0,USD/MT,Fixed,,,12301.0,12701.07,USD/MT,,,,,,,0,,0,36.0,0,2,12301.0,,4428.36,2214.18,433979.28,66425.4,10455.85,1045.59,1800.0,885.67,2214.18,0,442.84,0,0,0,0,0,Middle East Trading,USD/MT,1.0,,0,,0,,0,,0,,0,2022-06-11,2022-07-11,,,,,,,,2022-06-11,System,1,2022-08-02,424108.34,GBP,15.0,1
2022-06-16,CT2022060103,1,1,Global Trading Co.,Quick Ship Logistics,12472.94,10602.0,1070552.44,France,,,,Cashew Kernels SW,Ghana,,,2022,,EXW,Ghana,Ghana,France,France,CAD,Prompt,June 2022,5,Containers,85.83,85.83,87.55,0,0.0,0,0,,,12472.94,USD/MT,Fixed,,,12472.94,12415.0,USD/MT,,,,,,,0,,0,85.83,0,5,12472.94,,10705.52,5352.76,1049141.39,160582.78,10602.0,1060.2,4291.5,2141.1,5352.76,0,1070.55,0,0,0,0,0,Global Trading Co.,USD/MT,1.0,,0,,0,,0,,0,,0,2022-06-16,2022-07-16,,,,,,,,2022-06-16,System,1,2022-07-20,1042875.71,GBP,15.0,1
2022-11-20,CT2022110104,0,1,Continental Distributors,Land Transport Group,10188.08,8659.87,547914.94,Australia,,,,Cashew Kernels SW,Tanzania,,,2022,,CFR,Tanzania,Tanzania,Australia,Australia,CAD,Prompt,November 2022,3,Containers,53.78,53.78,54.86,0,53.78,0,3,,,10188.08,USD/MT,Fixed,,,10188.08,10203.34,USD/MT,,,,,,,0,,0,0.0,0,0,10188.08,,5479.15,2739.57,536956.64,82187.13,8659.87,865.99,2689.0,1095.83,2739.57,0,547.91,0,0,0,0,0,Continental Distributors,USD/MT,1.0,,0,,0,,0,,0,,0,2022-11-20,2022-12-20,,,,,,,,2022-11-20,System,0,,0.0,EUR,15.0,0
2023-10-16,CT2023100105,1,0,American Cashew Corp.,Coastal Distribution,8354.24,7101.1,268421.73,Germany,,,,Cashew Kernels BB,Ivory Coast,,,2023,,EXW,Ivory Coast,Ivory Coast,Germany,Germany,TT 30 days,Prompt,October 2023,2,Containers,32.13,32.13,32.77,0,0.0,0,0,,,8354.24,USD/MT,Fixed,,,8354.24,8574.06,USD/MT,,,,,,,1,,0,32.13,0,2,8354.24,,2684.22,1342.11,263053.3,40263.39,7101.1,710.11,1606.5,536.84,1342.11,0,268.42,0,0,0,0,0,American Cashew Corp.,USD/MT,1.0,,0,,0,,0,,0,,0,2023-10-16,2023-11-15,,,,,,,,2023-10-16,System,1,2023-11-10,265918.4,EUR,15.0,1
